"","pct","donald_j_trump","marco_rubio","rafael_edward_cruz","john_kasich","benjamin_s_carson_sr","jeb_bush","rand_paul","mike_huckabee","chris_christie","carly_fiorina","jim_gilmore","lindsey_graham","rick_santorum","all_others","fips"
"290","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51025"
"291","102 - Blackey",90,9,9,2,2,1,0,0,0,0,0,0,0,0,"51027"
"292","103 - Hurley",181,25,25,1,7,0,0,0,0,0,0,0,0,0,"51027"
"293","201 - Grassy",17,3,5,0,0,0,0,0,0,0,0,0,0,0,"51027"
"294","202 - Bull",111,8,15,2,4,0,0,0,0,0,0,0,0,0,"51027"
"295","203 - Rocklick",104,12,8,4,3,0,0,0,0,0,0,0,0,0,"51027"
"296","301 - Slate",126,23,19,4,4,0,0,0,0,0,0,0,0,0,"51027"
"297","302 - North Grundy",107,31,14,3,2,1,0,0,0,0,0,0,0,0,"51027"
"298","403 - South Grundy",178,54,32,7,14,0,0,1,0,0,0,0,0,0,"51027"
"299","404 - Oakwood",9,2,10,0,1,0,0,0,0,0,0,0,0,0,"51027"
"300","501 - Prater",90,11,6,4,3,0,0,0,0,0,0,0,0,0,"51027"
"301","502 - Fox",22,5,1,0,2,0,0,0,0,0,0,0,0,0,"51027"
"302","503 - Vansant",105,25,16,6,1,0,0,0,0,0,0,0,0,0,"51027"
"303","601 - Council",43,7,11,2,1,0,1,0,0,0,0,0,0,0,"51027"
"304","602 - Garden",74,23,19,2,2,1,0,0,0,0,0,0,0,0,"51027"
"305","603 - Hurricane",57,11,17,3,4,0,0,0,0,0,0,0,0,0,"51027"
"306","701 - Whitewood",136,30,28,4,1,0,1,2,0,0,0,0,0,0,"51027"
"307","702 - Contrary",87,16,24,2,2,0,0,0,0,0,0,0,0,0,"51027"
"308","Ab - Central Absentee Precinct",51,18,7,1,2,1,0,0,0,0,0,0,0,0,"51027"
"309","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51027"
"310","101 - New Canton",111,38,34,5,16,1,0,1,0,0,0,1,1,0,"51029"
"311","102 - Georgia Creek",32,14,26,4,6,0,0,0,0,0,0,0,0,0,"51029"
"312","201 - White Hall",72,29,13,4,15,2,0,1,0,0,0,1,0,0,"51029"
"313","301 - Curdsville",98,50,50,4,9,1,1,1,0,0,0,0,0,0,"51029"
"314","302 - New Store",78,50,41,6,15,0,2,0,1,0,0,0,1,0,"51029"
"315","401 - Maysville",147,60,34,12,19,1,0,0,0,0,0,0,0,0,"51029"
"316","501 - Wrights",59,28,28,2,9,0,0,0,0,0,0,0,0,0,"51029"
"317","502 - Glenmore",92,20,21,7,14,0,1,1,1,0,0,0,0,0,"51029"
"318","601 - Slate River",83,30,26,4,11,1,0,0,0,0,0,0,0,0,"51029"
"319","701 - Gold Hill",80,42,13,2,11,0,0,0,1,0,1,0,0,0,"51029"
"320","Ab - Central Absentee Precinct",18,7,6,0,0,2,0,0,0,0,0,0,0,0,"51029"
"321","Provisional",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"51029"
"322","1 - First Ward",123,87,57,11,31,2,1,1,0,1,0,1,0,0,"51530"
"323","2 - Second Ward",72,93,52,28,39,1,1,1,1,0,0,0,0,0,"51530"
"324","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51530"
"325","101 - Brookville",290,175,295,41,94,2,3,0,0,1,0,1,0,0,"51031"
"326","102 - New London",309,154,218,33,89,1,2,1,0,0,0,0,0,0,"51031"
"327","201 - Walker",172,155,198,14,60,4,5,3,0,0,0,0,0,0,"51031"
"328","202 - Bedford Springs",256,210,278,46,58,0,2,0,0,0,1,0,0,0,"51031"
"329","301 - Evington",101,42,63,7,29,1,0,0,0,0,0,0,0,0,"51031"
"330","302 - Otter River",111,45,46,2,19,1,1,0,0,0,0,0,0,0,"51031"
"331","303 - Altavista",211,148,89,44,42,0,2,0,0,0,1,0,0,0,"51031"
"332","401 - Three Forks",229,67,101,9,32,0,0,0,0,0,0,0,0,0,"51031"
"333","402 - Court House",320,132,223,26,93,0,4,1,0,1,0,0,0,0,"51031"
"334","501 - Spring Hill",252,219,291,30,115,1,3,1,0,0,0,0,0,0,"51031"
"335","502 - Yellow Branch",183,60,103,15,47,0,2,0,0,0,0,0,0,0,"51031"
"336","601 - Kings",164,76,150,9,53,0,5,3,0,0,0,0,1,0,"51031"
"337","602 - Concord",303,136,200,26,59,2,0,2,0,0,0,0,0,0,"51031"
"338","701 - Brookneal",171,51,53,5,26,0,0,0,0,0,0,0,0,0,"51031"
"339","702 - Gladys",180,73,100,13,45,3,0,1,0,1,0,0,0,0,"51031"
"340","703 - Morris Church",101,22,38,5,18,0,3,0,0,0,0,0,0,0,"51031"
"341","Ab - Central Absentee Precinct",46,31,22,8,9,2,0,0,1,0,0,0,0,0,"51031"
"342","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51031"
"343","101 - Bowling Green",195,90,71,26,33,1,1,1,0,0,0,0,0,0,"51033"
"344","102 - Sparta",129,55,26,13,26,1,1,1,0,0,0,0,0,0,"51033"
"345","201 - North Madison",94,65,50,13,21,1,0,0,0,0,0,0,0,0,"51033"
"346","202 - South Madison",144,91,54,16,22,4,2,0,1,0,1,0,0,0,"51033"
"347","301 - Port Royal",93,22,29,8,10,0,1,0,1,0,1,0,0,0,"51033"
"348","302 - Woodford",166,76,84,16,24,0,5,0,0,0,1,0,1,0,"51033"
"349","401 - Dawn",121,67,60,6,35,2,1,0,2,0,1,0,0,0,"51033"
"350","402 - Carmel Church",45,23,21,1,5,0,0,1,0,0,0,0,0,0,"51033"
"351","501 - West Mattaponi",82,55,44,10,26,0,0,0,1,0,0,0,0,0,"51033"
"352","502 - Milford",100,44,37,9,21,0,0,0,0,0,0,0,0,0,"51033"
"353","601 - Chilesburg",129,78,44,13,24,2,0,2,0,0,0,0,1,0,"51033"
"354","602 - Lake",117,62,41,13,20,0,0,0,1,0,0,0,0,0,"51033"
"355","Ab - Central Absentee Precinct",31,18,19,4,7,0,0,1,2,0,0,0,0,0,"51033"
"356","Provisional",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"51033"
"357","101 - Mt Bethel",98,17,43,3,6,1,2,0,0,0,0,0,0,0,"51035"
"358","102 - St Paul",145,45,71,6,21,0,0,1,0,0,0,0,1,0,"51035"
"359","103 - Lambsburg",84,21,43,2,6,0,0,1,1,0,0,0,1,0,"51035"
"360","105 - Fancy Gap",96,35,41,25,19,1,0,0,0,0,0,0,0,0,"51035"
"361","201 - Hillsville B",242,88,80,27,42,0,1,1,0,0,0,0,0,0,"51035"
"362","202 - Laurel Fork",87,28,37,6,22,0,0,0,0,0,0,0,1,0,"51035"
"363","203 - Gladesboro",147,48,38,6,18,0,0,1,0,0,0,0,0,0,"51035"
"364","301 - Hillsville C",267,83,93,22,41,1,1,0,2,0,1,0,0,0,"51035"
"365","302 - Sylvatus",133,32,32,9,11,0,0,2,0,0,0,0,0,0,"51035"
"366","303 - Dugspur",73,22,18,3,12,1,0,0,0,0,0,0,0,0,"51035"
"367","402 - Woodlawn D",215,56,80,21,35,0,0,0,1,0,0,0,0,0,"51035"
"368","403 - Oakland D",119,35,32,4,17,0,1,0,0,0,0,0,0,0,"51035"
"369","405 - Oakland A",91,32,39,4,20,0,0,1,0,0,0,0,0,0,"51035"
"370","406 - Woodlawn F",39,10,12,1,2,0,0,0,0,0,0,0,0,0,"51035"
"371","501 - Vaughan",86,11,15,0,14,0,0,0,0,0,0,0,0,0,"51035"
"372","502 - Gladeville",212,73,55,15,26,2,0,0,0,0,0,0,0,0,"51035"
"373","503 - Woodlawn E",98,31,36,5,11,2,1,1,0,0,0,0,0,0,"51035"
"374","504 - Laurel",124,39,33,4,13,0,1,0,0,0,1,1,0,0,"51035"
"375","Ab - Central Absentee Precinct",56,25,17,6,4,3,1,1,0,0,0,0,0,0,"51035"
"376","Provisional",0,0,1,0,0,0,0,0,0,0,0,0,0,0,"51035"
"377","101 - Precinct 1-1",84,62,54,11,9,0,2,1,0,0,0,0,0,0,"51036"
"378","201 - Precinct 2-1",63,25,58,8,13,0,0,0,1,0,0,0,0,0,"51036"
"379","301 - Precinct 3-1",98,53,69,7,27,0,0,0,1,0,0,0,0,0,"51036"
"380","Ab - Central Absentee Precinct",7,5,6,2,0,1,0,0,0,0,0,0,0,0,"51036"
"381","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51036"
"382","101 - County Seat",127,59,27,8,23,2,0,0,1,1,0,1,0,0,"51037"
"383","201 - Red Oak Wylliesburg",122,34,40,8,6,2,0,0,0,0,0,0,0,0,"51037"
"384","302 - Drakes Branch",102,33,24,7,9,1,0,0,1,0,0,0,0,0,"51037"
"385","401 - Keysville",123,45,31,13,11,3,0,0,0,0,0,0,1,0,"51037"
"386","501 - Cullen",63,25,16,3,17,0,0,0,0,0,0,0,0,0,"51037"
"387","503 - Red House",41,16,22,2,7,0,0,1,0,0,0,0,0,0,"51037"
"388","602 - Phenix",123,44,40,4,21,0,1,1,1,0,0,0,0,0,"51037"
"389","701 - Bacon",46,12,4,3,5,2,0,0,0,0,0,0,0,0,"51037"
"390","702 - Saxe",46,20,9,1,8,0,0,0,0,0,1,0,0,0,"51037"
"391","Ab - Central Absentee Precinct",5,2,4,0,0,0,0,0,1,0,0,0,0,0,"51037"
"392","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51037"
"393","101 - Recreation",66,133,51,66,12,1,1,0,0,0,0,0,0,0,"51540"
"394","102 - Clark",88,133,37,59,21,2,1,0,0,0,1,0,0,0,"51540"
"395","201 - Carver",32,132,19,41,11,2,4,0,0,0,0,0,0,0,"51540"
"396","202 - Walker",100,229,62,111,21,4,4,0,0,1,1,0,0,0,"51540"
"397","301 - Benjamin Tonsler",30,116,23,46,4,0,1,0,0,0,0,0,0,0,"51540"
"398","302 - Johnson",70,204,68,73,22,4,3,0,1,0,1,0,0,1,"51540"
"399","303 - Buford",20,80,15,20,3,1,1,1,0,0,0,0,0,0,"51540"
"400","401 - Venable",6,108,11,28,3,0,0,1,0,0,0,0,0,0,"51540"
"401","402 - Alumni Hall",54,168,25,65,6,4,0,0,0,0,0,0,0,0,"51540"
"402","Ab - Central Absentee Precinct",23,42,10,17,1,3,0,0,0,0,0,0,0,0,"51540"
"403","Provisional",0,4,1,0,0,0,0,0,0,0,0,0,0,0,"51540"
"404","1 - Great Bridge",252,249,103,66,40,2,2,0,1,0,0,1,0,0,"51550"
"405","2 - Bethel",302,174,106,37,53,0,2,2,1,2,0,0,0,0,"51550"
"406","3 - Camelot",32,27,9,5,10,1,0,1,0,0,1,0,0,0,"51550"
"407","4 - Churchland",213,172,59,38,37,2,0,0,0,0,0,0,0,0,"51550"
"408","5 - Crestwood",30,25,27,2,9,2,1,0,0,1,0,0,0,0,"51550"
"409","6 - Deep Creek",269,222,139,26,75,2,1,0,1,0,1,0,0,0,"51550"
"410","7 - Greenbrier",250,230,108,58,58,2,3,2,2,0,1,0,0,0,"51550"
"411","8 - South Norfolk Recreation",215,103,52,14,36,2,2,1,0,0,1,0,0,0,"51550"
"412","9 - Bells Mill",432,370,167,98,65,0,2,2,0,1,0,1,0,0,"51550"
"413","10 - Oscar Smith",96,65,27,12,13,0,1,1,1,0,0,0,0,0,"51550"
"414","11 - Geneva Park",197,60,60,4,23,0,4,0,0,1,0,0,0,0,"51550"
"415","12 - Georgetown",43,29,23,5,16,0,0,0,0,0,0,0,0,0,"51550"
"416","13 - Gilmerton",217,106,66,22,40,1,0,0,1,0,1,0,0,0,"51550"
"417","14 - Grassfield",84,50,21,9,16,1,0,0,0,1,0,0,0,0,"51550"
"418","15 - B M Williams",142,92,67,16,32,2,1,1,0,1,0,0,0,0,"51550"
"419","16 - Hickory Grove",339,224,132,43,62,2,2,0,2,1,0,0,0,0,"51550"
"420","17 - Indian Creek",213,112,69,20,18,1,1,1,0,0,1,0,0,0,"51550"
"421","18 - Indian River",74,59,38,9,23,0,0,0,0,0,0,0,0,0,"51550"
"422","19 - Jolliff",185,184,82,31,29,4,3,1,0,1,0,0,0,0,"51550"
"423","20 - E W Chittum",270,209,93,44,52,5,0,2,1,0,1,1,0,1,"51550"
"424","21 - Fellowship",257,172,68,22,41,0,0,0,0,1,0,0,0,0,"51550"
"425","22 - Norfolk Highlands",172,93,45,8,30,1,2,1,0,0,0,0,0,0,"51550"
"426","23 - Oak Grove",145,148,67,38,37,1,0,0,1,0,0,1,0,0,"51550"
"427","24 - Oaklette",162,89,46,11,26,2,0,1,0,1,1,0,0,0,"51550"
"428","25 - St Julians",106,47,26,12,20,0,0,0,0,0,0,0,0,0,"51550"
"429","26 - Johnson Park",55,23,7,6,14,0,1,1,0,0,0,0,0,0,"51550"
"430","27 - Silverwood",271,232,96,70,61,2,2,1,1,0,0,0,1,0,"51550"
"431","28 - Sunray I",50,16,13,2,13,1,0,0,0,0,0,0,0,0,"51550"
"432","29 - Tanglewood",281,129,74,19,31,1,1,0,0,0,0,0,0,0,"51550"
"433","30 - South Norfolk",4,6,4,0,1,0,0,0,0,0,0,0,0,0,"51550"
"434","31 - Carver School",61,22,18,2,12,0,0,0,1,0,1,0,0,0,"51550"
"435","32 - Providence",10,8,12,2,8,2,0,0,0,0,0,0,1,0,"51550"
"436","33 - Westover",162,70,48,14,26,0,2,0,0,0,0,0,0,0,"51550"
"437","34 - Hickory Middle School",380,349,151,67,67,2,3,1,1,3,1,0,1,0,"51550"
"438","35 - Taylor Road",72,63,21,16,14,0,1,0,0,0,1,0,0,0,"51550"
"439","36 - Great Bridge Baptist Church",379,281,99,53,54,0,1,1,0,0,1,0,0,0,"51550"
"440","37 - Bridgetown",198,199,80,52,31,0,1,0,0,0,0,0,0,0,"51550"
"441","38 - Bailey Creek",304,172,90,38,68,2,1,1,1,0,0,1,1,0,"51550"
"442","39 - Lake Drummond",106,78,46,14,26,0,0,0,0,0,2,0,0,0,"51550"
"443","40 - River Birch",185,196,79,44,44,1,2,0,0,0,0,1,0,0,"51550"
"444","41 - John T West",224,209,138,26,72,1,3,3,1,1,1,0,0,0,"51550"
"445","42 - Parkways",122,103,75,7,29,0,3,0,0,0,0,0,0,0,"51550"
"446","43 - Pleasant Crossing",280,202,96,51,48,3,0,3,3,0,0,0,0,0,"51550"
"447","44 - Nansemond",140,101,55,10,27,0,1,0,0,0,0,0,0,0,"51550"
"448","45 - Sunray II",73,21,18,5,10,1,0,0,0,0,0,0,0,0,"51550"
"449","46 - Bells Mill II",214,168,79,43,31,1,2,0,1,1,0,1,0,0,"51550"
"450","47 - Green Sea",141,177,45,46,38,0,1,1,1,1,0,0,1,0,"51550"
"451","48 - Jolliff Middle School",33,17,6,6,12,0,0,0,0,0,0,0,0,0,"51550"
"452","49 - Waterway",372,339,139,60,97,4,3,0,1,0,0,0,0,0,"51550"
"453","50 - River Walk",180,170,90,41,37,1,4,2,0,0,0,0,0,0,"51550"
"454","51 - Coopers Way",393,247,131,43,59,1,1,3,0,1,0,2,0,0,"51550"
"455","52 - Shipyard Road",158,122,44,10,27,1,2,0,0,0,0,0,0,0,"51550"
"456","53 - Fairways",101,90,72,24,22,0,0,1,0,0,1,0,0,0,"51550"
"457","54 - Pughsville",84,97,35,22,25,0,3,0,0,0,1,0,0,0,"51550"
"458","55 - Georgetown East",65,49,20,7,16,0,0,0,0,0,0,0,0,0,"51550"
"459","56 - Green Tree",111,117,72,18,41,3,0,3,1,0,0,0,0,0,"51550"
"460","57 - Cypress",167,149,51,25,36,1,2,2,1,0,1,0,0,0,"51550"
"461","58 - Expressway",50,22,13,3,9,0,0,0,0,0,1,1,0,0,"51550"
"462","59 - Clearfield",133,122,63,13,19,1,1,1,0,0,0,0,0,0,"51550"
"463","60 - Parker Road",290,333,140,70,55,2,1,1,1,0,0,0,0,0,"51550"
"464","61 - Centerville",218,279,90,52,31,2,2,0,0,1,0,0,0,0,"51550"
"465","62 - Fentress",288,250,100,42,56,1,4,0,1,0,0,0,0,0,"51550"
"466","63 - Poplar Branch",203,169,81,33,25,0,0,1,0,0,0,0,0,0,"51550"
"467","Ab - Central Absentee Precinct",167,145,94,31,29,5,5,2,0,1,1,0,1,0,"51550"
"468","Provisional",3,1,1,0,0,0,0,0,0,0,0,0,0,0,"51550"
"469","101 - Bellwood (CD 4)",166,42,70,8,23,0,0,1,0,0,0,0,0,0,"51041"
"470","102 - South Chester (CD 4)",301,189,126,27,30,1,2,2,1,0,0,1,0,0,"51041"
"471","103 - Enon (CD 4)",376,216,159,30,53,0,0,1,0,0,0,1,0,0,"51041"
"472","104 - North Chester (CD 4)",353,251,206,30,40,0,1,1,1,1,0,0,0,0,"51041"
"473","105 - Drewrys Bluff (CD 4)",177,56,56,8,20,0,5,0,0,0,1,0,0,0,"51041"
"474","106 - Harrowgate (CD 4)",346,233,169,33,51,3,3,2,1,0,2,0,0,0,"51041"
"475","107 - Wells (CD 4)",261,194,117,33,50,0,5,0,1,0,0,0,0,0,"51041"
"476","108 - Ecoff (CD 4)",475,377,229,57,75,3,4,4,0,1,1,0,0,0,"51041"
"477","109 - Elizabeth Scott (CD 4)",383,299,175,71,64,2,1,0,0,2,1,0,0,0,"51041"
"478","110 - Dutch Gap (CD 4)",176,129,103,31,47,0,2,0,0,0,0,1,0,0,"51041"
"479","111 - Iron Bridge (CD 4)",391,355,207,47,70,2,1,0,0,1,1,1,0,0,"51041"
"480","112 - Carver (CD 4)",220,178,94,23,37,2,0,0,0,0,0,0,0,0,"51041"
"481","201 - Gates (CD 4)",229,154,124,28,22,1,5,0,1,0,2,0,0,0,"51041"
"482","202 - Beulah (CD 4)",225,144,90,19,26,0,1,1,0,0,0,1,0,0,"51041"
"483","203 - Bird (CD 4)",140,75,58,15,18,1,0,0,1,0,1,0,0,0,"51041"
"484","204 - Jacobs (CD 4)",167,129,102,20,27,1,1,0,1,0,0,0,0,0,"51041"
"485","205 - Falling Creek (CD 4)",235,133,95,30,26,2,0,0,0,1,1,1,0,0,"51041"
"486","206 - Belmont (CD 7)",45,39,40,6,9,1,1,0,0,0,0,0,0,0,"51041"
"487","207 - Chippenham (CD 4)",59,32,28,4,6,0,0,0,0,0,0,0,0,0,"51041"
"488","208 - Meadowbrook (CD 4)",138,92,59,17,40,4,0,3,0,1,1,0,0,0,"51041"
"489","209 - Salem Church (CD 4)",327,194,187,18,45,2,4,1,0,1,1,1,0,0,"51041"
"490","210 - Five Forks (CD 4)",214,179,141,27,50,1,2,0,0,0,1,0,0,0,"51041"
"491","211 - Nash (CD 4)",433,558,232,126,56,1,0,1,0,1,1,0,1,0,"51041"
"492","212 - St. Luke's (CD 4)",166,140,100,26,28,3,0,2,0,0,0,1,0,0,"51041"
"493","213 - Southside (CD 4)",194,102,79,21,27,1,3,1,1,0,0,0,0,0,"51041"
"494","214 - Hopkins (CD 4)",16,1,4,1,4,0,0,1,0,1,0,0,0,0,"51041"
"495","301 - Ettrick (CD 4)",106,52,41,6,16,0,0,0,0,0,1,0,0,1,"51041"
"496","302 - Deer Run (CD 4)",152,127,70,22,27,1,0,1,0,0,0,0,0,0,"51041"
"497","303 - Matoaca (CD 4)",324,168,100,11,44,2,1,0,0,0,1,0,0,0,"51041"
"498","304 - Winfrees Store (CD 4)",512,242,223,37,47,6,1,2,0,1,0,0,0,0,"51041"
"499","305 - Beach (CD 4)",292,185,165,29,43,2,1,1,1,0,1,0,0,0,"51041"
"500","306 - Winterpock (CD 4)",502,326,259,55,64,1,4,0,1,0,2,0,0,0,"51041"
"501","307 - Cosby (CD 4)",353,386,179,62,51,4,3,2,0,0,0,0,0,0,"51041"
"502","308 - South Manchester (CD 4)",80,76,53,19,5,0,2,1,0,0,0,0,0,0,"51041"
"503","309 - Skinquarter (CD 7)",499,582,233,91,66,1,3,0,0,1,1,0,0,0,"51041"
"504","310 - Tomahawk (CD 7)",326,439,166,108,75,1,2,1,1,2,1,0,0,0,"51041"
"505","313 - Woolridge (CD 7)",361,575,191,117,59,5,4,0,1,0,0,0,0,0,"51041"
"506","315 - Bailey Bridge (CD 4)",362,331,232,59,57,3,4,2,0,0,0,0,0,0,"51041"
"507","316 - Spring Run (CD 4)",282,234,209,27,43,3,3,1,1,0,0,0,0,0,"51041"
"508","317 - Birkdale (CD 4)",371,408,195,79,70,0,2,1,0,1,2,0,0,0,"51041"
"509","401 - Harbour Pointe (CD 7)",175,215,113,62,29,1,2,0,0,0,1,0,1,0,"51041"
"510","402 - Genito (CD 7)",358,298,219,57,90,2,3,1,0,1,1,0,1,0,"51041"
"511","403 - Brandermill (CD 7)",253,402,198,93,57,2,2,0,2,1,0,0,0,0,"51041"
"512","404 - Providence (CD 7)",206,207,137,51,39,3,5,2,0,0,0,0,0,0,"51041"
"513","405 - La Prade (CD 7)",255,318,169,70,55,3,0,0,0,0,2,1,0,0,"51041"
"514","406 - Smoketree (CD 7)",259,414,156,78,34,2,6,1,0,0,1,0,0,0,"51041"
"515","407 - Monacan (CD 7)",158,241,105,36,30,1,0,0,1,0,0,0,1,2,"51041"
"516","408 - Reams (CD 7)",242,224,167,36,35,4,2,1,0,1,1,1,0,0,"51041"
"517","409 - Manchester (CD 7)",139,141,81,25,24,2,1,1,0,2,1,0,0,0,"51041"
"518","410 - Wagstaff (CD 7)",168,144,97,37,21,0,3,1,0,1,0,0,0,0,"51041"
"519","411 - Swift Creek (CD 7)",249,380,178,82,45,2,5,0,1,2,0,0,1,0,"51041"
"520","413 - Shenandoah (CD 7)",220,215,139,43,26,1,3,1,0,0,0,0,0,0,"51041"
"521","414 - Crenshaw (CD 4)",361,257,229,25,47,4,0,2,1,1,0,0,0,0,"51041"
"522","415 - Evergreen (CD 7)",269,361,189,64,45,3,2,1,1,0,1,0,0,0,"51041"
"523","416 - Evergreen West (CD 7)",93,147,62,27,20,1,1,0,0,0,0,0,0,0,"51041"
"524","417 - Edgewater (CD 7)",104,192,68,31,13,2,0,1,0,0,0,0,0,1,"51041"
"525","501 - Huguenot (CD 7)",179,249,92,43,35,4,2,1,0,0,2,0,0,1,"51041"
"526","502 - Crestwood (CD 7)",152,165,99,33,26,0,1,1,1,0,0,0,0,1,"51041"
"527","503 - Midlothian (CD 7)",320,360,126,61,40,0,1,0,0,0,0,2,0,0,"51041"
"528","504 - Robious (CD 7)",368,799,186,240,49,5,3,1,3,1,1,0,0,1,"51041"
"529","505 - Bon Air (CD 7)",240,413,154,115,56,1,2,0,2,2,3,0,0,0,"51041"
"530","506 - Greenfield (CD 7)",219,317,117,67,42,5,3,0,0,0,0,0,0,0,"51041"
"531","507 - Salisbury (CD 7)",382,700,222,199,43,1,4,1,0,0,0,0,0,0,"51041"
"532","508 - Belgrade (CD 7)",250,314,178,67,24,1,2,0,0,0,1,0,0,0,"51041"
"533","509 - Cranbeck (CD 7)",114,169,97,25,19,2,2,0,0,2,1,0,0,0,"51041"
"534","510 - Sycamore (CD 7)",255,500,172,137,40,3,1,1,0,0,0,0,0,0,"51041"
"535","511 - Black Heath (CD 7)",164,381,133,101,17,2,2,1,2,0,0,0,0,0,"51041"
"536","513 - Beaufont (CD 7)",55,55,35,15,7,0,0,0,0,1,0,0,0,0,"51041"
"537","514 - Watkins (CD 7)",277,559,176,118,47,2,3,1,0,0,0,0,0,0,"51041"
"538","515 - Davis (CD 7)",85,67,47,4,27,0,2,0,1,0,1,1,0,0,"51041"
"539","516 - Pocoshock (CD 7)",58,31,39,9,13,0,0,0,0,0,0,0,0,0,"51041"
"540","517 - Roseland (CD 7)",65,120,41,25,12,0,0,0,0,0,0,1,0,0,"51041"
"541","518 - Midlothian North (CD 7)",315,570,170,148,26,3,1,3,0,2,2,1,0,0,"51041"
"542","Ab - Central Absentee Precinct (CD 4)",176,125,97,41,17,8,4,0,3,1,0,0,0,0,"51041"
"543","Ab - Central Absentee Precinct (CD 7)",133,191,96,49,21,16,0,0,3,0,1,0,0,0,"51041"
"544","Provisional (CD 4)",2,2,1,0,1,0,0,0,0,0,0,0,0,0,"51041"
"545","Provisional (CD 7)",2,4,2,0,1,1,0,0,0,0,0,0,0,0,"51041"
"546","101 - Russell",204,143,129,50,43,2,2,0,0,2,0,0,1,0,"51043"
"547","201 - Berryville",109,146,65,34,31,1,2,1,1,2,0,0,1,0,"51043"
"548","301 - Millwood",105,101,74,31,19,3,0,0,0,0,0,0,0,0,"51043"
"549","302 - Pine Grove",65,59,35,11,12,1,1,0,0,0,0,0,0,0,"51043"
"550","401 - White Post",167,129,105,31,27,1,2,1,0,0,0,0,0,0,"51043"
"551","501 - Buckmarsh",123,100,88,23,26,1,2,0,0,0,0,0,0,0,"51043"
"552","502 - Blue Ridge",46,48,23,8,13,0,0,0,1,0,0,0,1,0,"51043"
"553","Ab - Central Absentee Precinct",17,19,23,8,5,2,1,0,0,0,0,0,0,0,"51043"
"554","Provisional",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"51043"
"555","1 - First",143,72,58,9,22,0,3,0,2,1,0,0,0,0,"51570"
"556","2 - Second",246,90,57,6,30,1,3,0,0,0,1,0,0,0,"51570"
"557","3 - Third",257,133,83,29,29,1,3,0,1,1,2,0,1,0,"51570"
"558","4 - Fourth",346,167,114,20,40,2,3,1,0,0,0,1,0,0,"51570"
"559","5 - Fifth",397,262,111,32,40,4,1,3,1,0,0,0,0,0,"51570"
"560","Ab - Central Absentee Precinct",28,32,10,1,1,0,0,0,0,0,0,0,0,0,"51570"
"561","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51570"
"562","101 - Precinct 1-1",28,11,7,6,2,2,0,0,0,0,0,0,0,0,"51580"
"563","201 - Precinct 2-1",44,21,10,3,7,0,0,1,0,0,0,0,0,0,"51580"
"564","301 - Precinct 3-1",22,6,10,1,4,0,0,0,0,0,0,0,0,0,"51580"
"565","401 - Precinct 4-1",56,35,21,12,7,0,0,0,0,0,0,0,0,0,"51580"
"566","501 - Precinct 5-1",53,26,17,5,12,0,1,0,0,0,0,0,0,0,"51580"
"567","Ab - Central Absentee Precinct",0,1,2,0,0,0,0,0,0,0,0,0,0,0,"51580"
"568","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51580"
"569","101 - Court House",75,25,56,3,10,2,3,0,0,0,0,0,0,0,"51045"
"570","201 - Ammendale Precinct",96,31,80,5,13,0,0,0,0,0,0,0,0,0,"51045"
"571","301 - Givens & Reynolds Store",53,21,13,4,8,0,0,0,0,0,0,0,0,0,"51045"
"572","303 - Marshalls Store",34,13,16,3,5,0,1,0,0,0,0,0,0,0,"51045"
"573","401 - Barbours Creek",32,18,31,0,3,0,0,0,0,0,0,0,0,0,"51045"
"574","402 - Paint Bank",6,0,2,1,0,0,0,1,0,0,0,0,0,0,"51045"
"575","403 - Craig Springs",35,10,6,2,1,0,0,0,0,0,0,0,0,0,"51045"
"576","501 - Craig City",72,19,39,0,5,0,1,1,0,1,0,0,0,0,"51045"
"577","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51045"
"578","101 - West Fairfax",245,206,161,70,59,4,1,1,0,0,4,0,0,0,"51047"
"579","201 - East Fairfax",185,121,119,22,32,0,2,0,0,0,0,0,0,0,"51047"
"580","302 - Eggbornsville",160,90,132,16,30,1,2,1,0,0,0,0,0,0,"51047"
"581","303 - Cardova",157,74,87,13,25,2,0,0,0,0,0,0,0,0,"51047"
"582","304 - Willow Shade",58,36,33,18,19,0,0,1,0,0,0,0,0,0,"51047"
"583","401 - Eldorado",188,105,87,19,39,2,1,2,0,0,0,1,1,0,"51047"
"584","402 - Browns Store",293,198,184,46,49,2,2,2,4,2,1,0,1,0,"51047"
"585","501 - Jeffersonton",258,218,143,48,53,4,4,1,0,0,1,0,1,0,"51047"
"586","502 - Rixeyville",262,135,167,46,43,0,2,1,1,1,0,0,0,0,"51047"
